desc_translation,sentiment
"Knokker, mother, straightforward, not normally make what is not normal!",Positive
"Knokker, mother, straightforward, not normally make what is not normal!",Positive
"PVV🇳🇱 ANTI EU / UN. NEXIT. ANTI MASS IMMIGRATION. KNEELS FOR NOBODY ... @KICKOUTRUTTE


MEMBER v https://t.co/waBpKPfMth
ON27653 also https://t.co/3VqCjUEzhU",Neutral
"PVV🇳🇱 ANTI EU / UN. NEXIT. ANTI MASS IMMIGRATION. KNEELS FOR NOBODY ... @KICKOUTRUTTE


MEMBER v https://t.co/waBpKPfMth
ON27653 also https://t.co/3VqCjUEzhU",Neutral
Football Journalist. Writes in World Soccer Digest Japan about the Dutch football. Since 1979 working in sports journalism. Japan scholar. # Tokyo2020,Neutral
My freedom of speech does not stop your feelings were beginning. There is only one race it's called the human race. not Right Left not just common sense.,Negative
My freedom of speech does not stop your feelings were beginning. There is only one race it's called the human race. not Right Left not just common sense.,Negative
🇵🇸 #Dutch #Photographer #amsterdam #denker #natuurmens #betrokken #kunstliefhebber #broer #slaapkop #empatisch #nachtbraker #verwonderaar #GroenLinks #direct,Positive
Founder Clickonhelpdesk | IT - Consulting | IT - Solutions | Websites & Apps creator | Making and music | knowledge Dealer,Neutral
Founder Clickonhelpdesk | IT - Consulting | IT - Solutions | Websites & Apps creator | Making and music | knowledge Dealer,Neutral
personal account of everything | Politics | religion | opinions | humor | Careers | entrepreneur | atheist | Golf | Bach | Nexit,Neutral
"druggist, importer, columnist, plant trade, prevention specialist health and healthy eating. care & beauty.",Positive
"Imbeciles will be blocked.
PhD history. Specialty WWI & II.
WO mathematics.
Historian, archaeologist and pro diver.
Now on #Parler usefull as @HeynJan",Neutral
"Imbeciles will be blocked.
PhD history. Specialty WWI & II.
WO mathematics.
Historian, archaeologist and pro diver.
Now on #Parler usefull as @HeynJan",Neutral
"an adolescent. Lives at sea and loves children and languages. Also school coordinator and teacher Dutch, music and yoga.

🆓♀🗺
💚🌍",Neutral
Rotterdam - Nice doing is not flirting - Fitbitch - Trainers - Receives sometimes a catfish - #TrashFamily 🖤,Positive
Rotterdam - Nice doing is not flirting - Fitbitch - Trainers - Receives sometimes a catfish - #TrashFamily 🖤,Positive
respétame,Neutral
respétame,Neutral
"Author, Speaker, Inspiring People to Change Their view on money and value",Positive
"Author, Speaker, Inspiring People to Change Their view on money and value",Positive
"hear the lapping of the water, the fishermen's song, watch the flight of a bird, and of your own thoughts As They chase each other across the space of your mind",Positive
"hear the lapping of the water, the fishermen's song, watch the flight of a bird, and of your own thoughts As They chase each other across the space of your mind",Positive
PhD candidate @NorthwesternU. JD @UofMNLawSchool. Studying 🚽s. Public Health Law | Urban Health | Bioethics | 🤸🏻♂️ 🏂 🏋🏻♂️ | sarcasm | 🏳️🌈 | He / Him,Neutral
"Gotta be ya own dawg - Conspiracy theory ≠ - All Censors Are Bastards (ACAB) - ""Banking institutions are more dangerous than standing armies"" - (former @ Faaz71)",Positive
"Gotta be ya own dawg - Conspiracy theory ≠ - All Censors Are Bastards (ACAB) - ""Banking institutions are more dangerous than standing armies"" - (former @ Faaz71)",Positive
Hannelore Bruijn Manus-you-for-all in dispensing GP practice. Love good cooking and especially eating it.,Positive
Tweets about the world's financial Ponzi scheme,Neutral
Married to Caroline and father of two beautiful boys Emilio and Gio. ♡ dolcefarniente ♡,Positive
(Breaking) new junk / geopolitical / social conservative / Eurosceptic / anti-policor / no to globalism / animal lover / climate optimist,Positive
I am me,Neutral
I am me,Neutral
The UN Unesco EU! 🚜,Neutral
"Wife, Teacher assistant and mother. Terschelling is the good live. but 🇮🇹 is a very good 2nd 😊. Irish coffee and croquettes. 😋 tasty food.",Positive
"Wife, Teacher assistant and mother. Terschelling is the good live. but 🇮🇹 is a very good 2nd 😊. Irish coffee and croquettes. 😋 tasty food.",Positive
"There are lies against which even the innocent defenseless .. (Napoleon Bonaparte)
RT = not always endorsment",Positive
"If bootable I tweet:
Severe ICC M.E.
* Myalgic Encephalomyelitis💙
♿🚶♀️mostly 🛌 in a darkened bedroom NO CURE YET
# PwME4ICC #MEICP
🌻F.M.💜I.B.S. Glaucoma💚B12💉",Neutral
,Neutral
,Neutral
"Jesus ""Mango Man"" Christ.
Speed ​​Running Extraordinaria Nare!
""Mango man mkw community legend"" - Bryce
Savior of the community MKW
DM hot girls for free blessings",Positive
"44. Single nontoxic. Gemini. Living with #BPD and not being ashamed of it. Love my son and struggle every day to be a decent mom. I love BTS, dancing and cooking.",Positive
Verso is the sectoral employers' organization for the Flemish social profit.,Positive
Verso is the sectoral employers' organization for the Flemish social profit.,Positive
,Neutral
Do not trust the mainstream media. Wake up! Think for yourself and do not follow sheople That!,Neutral
Vintage Goodies to inspire kids. Buy may marketplace vintagekidsgoodies@outlook.com,Neutral
"Mother of four, minimalist, metalhead. Wife to my love. Dutchie on the rocky shores of beautiful Norway.",Positive
Follow Exhibition News on http://t.co/LdWtxA0IQk,Neutral
Follow Exhibition News on http://t.co/LdWtxA0IQk,Neutral
TEST➡️TRACE➡️ISOLATE🔁,Neutral
TEST➡️TRACE➡️ISOLATE🔁,Neutral
"Funeral, Driving force of https://t.co/pLfPm3q97M #optimist #realist #zelfstandig #mama #whennothinggoesrightgoleft #livelifelovelife #problemsolver",Neutral
"DIY futurist, passionately curious, science junkie, ENFP",Negative
| Software engineer | Twitch Streamer (3.5k followers⭐),Neutral
Critical but open minded.,Neutral
Critical but open minded.,Neutral
,Neutral
don'tworryaboutitsweetheart x,Neutral
don'tworryaboutitsweetheart x,Neutral
Ask my fans,Neutral
Ask my fans,Neutral
"Veteran, Firefighter Preventist, Age Enjoyer retired critically am bad government and media",Negative
"Veteran, Firefighter Preventist, Age Enjoyer retired critically am bad government and media",Negative
"Proud nerd.
Do you want a nice digital activity in your library, at school or elsewhere, send me a pb!
Etsy with 3D printed and laser engraved accessories.",Positive
An oracle rehashed news from around the world for its opinion and disseminate selectively. #antifakenews #hoedan pseudonym account. Info: DM,Neutral
An oracle rehashed news from around the world for its opinion and disseminate selectively. #antifakenews #hoedan pseudonym account. Info: DM,Neutral
,Neutral
,Neutral
"proud grandmother of Jayda, Yara, Senna, Dyon, Aiden * and Evy. employed in umcg t, hobbies; traveling, watching football, relaxing, internet",Positive
# Nurse teacher # # # doubter Spain 🌞 # # # naturally jakommaarop🌹🐝🦋🐛🐕🌳,Positive
Dutch.,Neutral
,Neutral
"♥ Be compassionate, love and help each other! ♥ ☮Higher-consciousness☮",Positive
Aspiring mayonnaise (Commissions are open),Neutral
just be yourself,Neutral
just be yourself,Neutral
"A man's original When he speaks the truth That leg has always known to all good men (Irish poem). Family, travel, roses. K1300GT. Conservatism is not a crime.",Positive
I am beautiful and male. A thing of beauty is a joy for ever ...,Positive
I am beautiful and male. A thing of beauty is a joy for ever ...,Positive
"Researcher, meteorology, using free software. I might follow you if you are Sufficiently far removed from my comfort zone. I am a die-hard union member.",Positive
9/11 Daily News and related + Following the downfall of the free press. Aiming at a critical non-biased audience. Not all information is an endorsement.,Positive
,Neutral
,Neutral
"Peace and freedom. Right. Heart for care. PVV, Nexit. None Islam! No 1.5 mtr. society.",Positive
"Peace and freedom. Right. Heart for care. PVV, Nexit. None Islam! No 1.5 mtr. society.",Positive
beeliever,Neutral
,Neutral
,Neutral
Born and raised in the Netherlands.,Neutral
,Neutral
,Neutral
Bunnikside.nl has the Internet been a history built and all sinds1998 already online,Neutral
"Dean, Faculty Medicine and Life Sciences, Hasselt University | Life Tech Valley - HappyAging.be | Limburg Clinical Research Program | BIOMED",Neutral
"Strategic Advisor #Governance #Leadership #quality #Safety Former doctor, hospital director, Chief Inspectorate
Member @ C19RedTeam",Neutral
"We are taking Truth shaft Authority,
Ratherthan Authority as Truth.
Blacklisted News.
Stop The Anglo-Zionist Empire. Europe to leave NATO🚀.
Neurodiverse🧠.",Neutral
"love adventures, little crazy, rock music, amps, mexico, politics, computers, electronics",Negative
Breast Cancer Activist * Married * mother * Interest in cancer care (and currently also in education and youth) * Trained in Health Science (UM),Positive
Breast Cancer Activist * Married * mother * Interest in cancer care (and currently also in education and youth) * Trained in Health Science (UM),Positive
Breast Cancer Activist * Married * mother * Interest in cancer care (and currently also in education and youth) * Trained in Health Science (UM),Positive
Breast Cancer Activist * Married * mother * Interest in cancer care (and currently also in education and youth) * Trained in Health Science (UM),Positive
"Trying to make sense of this clown world. Geopolitics. Truth. Conspiracy theory. Critical thinking. Mostly in English, sometimes in Dutch. Russian asset.",Neutral
,Neutral
,Neutral
Persona non grata,Neutral
Math / IT / UNIX / Linux guru / skeptic / or the bane antivaxxers and covidiots / puts a stake in the myths That undead rise from the grave / Oderint dum metuant,Neutral
Math / IT / UNIX / Linux guru / skeptic / or the bane antivaxxers and covidiots / puts a stake in the myths That undead rise from the grave / Oderint dum metuant,Neutral
Creator and journalist @BNR: Ochtendspits & Ask Me Anything | reporter | interviewer | podcaster @ThemeTalkNL @ RacingNews365 | dj at @lanterfantje,Neutral
Sr. Policy Advisor Sustainability / Project Leader Climate Adaptation @VNGemeenten. Director @SustDevConnect #MoFA @UN @UNDPAsiapac @RHDHV @CGIAR @SNVWorld #ING,Neutral
,Neutral
"Nurse at desk Nexus, a volunteer with ambulance desire Netherlands foundation, steward at PSV, Tweets are press title",Neutral
"aka Queen Questions, fractievz party Núwegein (established itself) Nieuwegein, 20 j policeman in Utrecht / youth 10 y / 14j councilor, hokjespoliet",Neutral
Dutch news from home and abroad. Do you appreciate the news on UK news visit a.u.b https://t.co/oLK21NDVjY,Neutral
Dutch news from home and abroad. Do you appreciate the news on UK news visit a.u.b https://t.co/oLK21NDVjY,Neutral
"Pasteurized. (49 yrs away) trendwatcher born naturally concervation and raised Fries., Two sons, four grandchildren, Coastal Dweller, Lauwersoog",Positive
"Pasteurized. (49 yrs away) trendwatcher born naturally concervation and raised Fries., Two sons, four grandchildren, Coastal Dweller, Lauwersoog",Positive
,Neutral
,Neutral
💰Geld of and for entrepreneurs. | 📍Verdeeld over 70+ areas in Utrecht. | 🌱Voor a vital economy. | 💡 Inspiration: https://t.co/uCQQXcwGVY,Positive
Last time I took a vaccine was anti-tetanus shot after an adder bit me and anaphylactic shock nearly killed me. I intend it to be my very last vaccine. #HCQworks!,Negative
Dutch news from home and abroad. Do you appreciate the news on UK news visit a.u.b https://t.co/oLK21NDVjY,Neutral
Dutch news from home and abroad. Do you appreciate the news on UK news visit a.u.b https://t.co/oLK21NDVjY,Neutral
"I tweet Kurdî, English, Spanish, Dutch, türkçe - Diyariya Heri hêja'ya jiyanê, hevaltî'ye ... (Voltaire) .... ✌Bîjî Kurd Û Kurdistan✌️",Neutral
Retired.,Neutral
Guardian of my second too fast growing meisjes.🦸♀️👩🏻👩🏼,Positive
Guardian of my second too fast growing meisjes.🦸♀️👩🏻👩🏼,Positive
MICAH CAT IS THE GUERRILLA-JOURNALISM INVENTOR. Anything that is not in conflict with the law is permitted in the infowar.,Neutral
"Where we go one, we go all #NEXIT #SAVETHECHILDREN #QAnon #GODwint #HCQWORKS Parler: @ Kanonne17 ❤️ Love conquers all.",Positive
,Neutral
Don Quixote meets Forest Gump ..... bored .... European preferring US politics on Netflix ....... main goal in life to be a good husband and dad,Positive
Press Officer for Refugees Netherlands,Neutral
,Neutral
,Neutral
"Jeukaanmereiki, зудмоего рейки, حكة بلدي ريكي",Neutral
"Telecompaper offers daily all telecom news, commentaries and backgrounds from home and abroad.",Positive
"Telecompaper offers daily all telecom news, commentaries and backgrounds from home and abroad.",Positive
Quick News for headhunters and commuters. News collected through RSS feeds. Follow back.,Positive
,Neutral
,Neutral
You can not put a crown on a clown and expect him to be a King. Narcology Unscripted. 😎😏,Neutral
patriot for truth and freedom,Neutral
patriot for truth and freedom,Neutral
Entrepreneur / Analytic Architect / Political scientist,Neutral
Entrepreneur / Analytic Architect / Political scientist,Neutral
Pensionado Volunteer Feyenoordfan,Neutral
🟨⬛️ 🟥⬜️ care. / I do not kneel / RAFC. / DR Merksem board member.,Neutral
"Legal advisor Loyalthy Advice, specialty juvenile law and WMO, PGB and ZIN. WLZ, participation law. ! #pgbalarm forum",Negative
"Legal advisor Loyalthy Advice, specialty juvenile law and WMO, PGB and ZIN. WLZ, participation law. ! #pgbalarm forum",Negative
,Neutral
"Marketing Strategist @intracto, DPO, freelancer, (tech) blogging since 2005 as Daily Bits. Tweets Mainly in Dutch.",Positive
